Column #,Column ID,Species Scientific Name,Transcript ID(Array Design),"Fold-Change
(Group 1 vs. Group 2)","Fold-Change
(Group 1 vs. Group 2) (Description)"
63,ACA11_st,Homo sapiens,ACA11,2.56224,Group 1 up vs Group 2
66,ACA13_st,Homo sapiens,ACA13,3.11273,Group 1 up vs Group 2
10461,MIMAT0004952_st,Homo sapiens,hsa-miR-665,2.84803,Group 1 up vs Group 2
10466,MIMAT0004957_st,Homo sapiens,hsa-miR-760,2.47656,Group 1 up vs Group 2
10491,MIMAT0004983_st,Homo sapiens,hsa-miR-940,-2.40955,Group 1 down vs Group 2
10494,MIMAT0004986_st,Homo sapiens,hsa-miR-943,2.83237,Group 1 up vs Group 2
11070,MIMAT0005572_st,Homo sapiens,hsa-miR-1225-5p,9.57588,Group 1 up vs Group 2
11080,MIMAT0005582_st,Homo sapiens,hsa-miR-1228-5p,11.093,Group 1 up vs Group 2
11081,MIMAT0005583_st,Homo sapiens,hsa-miR-1228-3p,2.83237,Group 1 up vs Group 2
11084,MIMAT0005586_st,Homo sapiens,hsa-miR-1231,3.73167,Group 1 up vs Group 2
11090,MIMAT0005592_st,Homo sapiens,hsa-miR-1237-3p,4.96767,Group 1 up vs Group 2
11091,MIMAT0005593_st,Homo sapiens,hsa-miR-1238-3p,2.29052,Group 1 up vs Group 2
11357,MIMAT0005867_st,Homo sapiens,hsa-miR-663b,4.04753,Group 1 up vs Group 2
11361,MIMAT0005871_st,Homo sapiens,hsa-miR-1207-5p,4.45256,Group 1 up vs Group 2
11368,MIMAT0005878_st,Homo sapiens,hsa-miR-1287-5p,-2.02635,Group 1 down vs Group 2
11387,MIMAT0005898_st,Homo sapiens,hsa-miR-1246,11.0709,Group 1 up vs Group 2
11410,MIMAT0005922_st,Homo sapiens,hsa-miR-1268a,14.4217,Group 1 up vs Group 2
11416,MIMAT0005929_st,Homo sapiens,hsa-miR-1275,8.44496,Group 1 up vs Group 2
11434,MIMAT0005950_st,Homo sapiens,hsa-miR-1306-3p,13.1482,Group 1 up vs Group 2
11435,MIMAT0005951_st,Homo sapiens,hsa-miR-1307-3p,2.09205,Group 1 up vs Group 2
13327,MIMAT0007881_st,Homo sapiens,hsa-miR-1908-5p,4.10569,Group 1 up vs Group 2
13328,MIMAT0007882_st,Homo sapiens,hsa-miR-1909-5p,30.6345,Group 1 up vs Group 2
13329,MIMAT0007883_st,Homo sapiens,hsa-miR-1909-3p,2.34439,Group 1 up vs Group 2
13330,MIMAT0007884_st,Homo sapiens,hsa-miR-1910-5p,5.48656,Group 1 up vs Group 2
14623,MIMAT0009199_st,Homo sapiens,hsa-miR-365a-5p,-2.66186,Group 1 down vs Group 2
14856,MIMAT0009447_st,Homo sapiens,hsa-miR-1972,24.8628,Group 1 up vs Group 2
14857,MIMAT0009448_st,Homo sapiens,hsa-miR-1973,13.805,Group 1 up vs Group 2
15596,MIMAT0010214_st,Homo sapiens,hsa-miR-151b,-2.83237,Group 1 down vs Group 2
15598,MIMAT0010313_st,Homo sapiens,hsa-miR-762,2.64505,Group 1 up vs Group 2
16272,MIMAT0011777_st,Homo sapiens,hsa-miR-2277-3p,3.35886,Group 1 up vs Group 2
18209,MIMAT0013802_st,Homo sapiens,hsa-miR-2861,2.67001,Group 1 up vs Group 2
19366,MIMAT0014986_st,Homo sapiens,hsa-miR-3124-5p,2.65233,Group 1 up vs Group 2
19389,MIMAT0015010_st,Homo sapiens,hsa-miR-3141,10.2931,Group 1 up vs Group 2
19400,MIMAT0015021_st,Homo sapiens,hsa-miR-3148,27.1224,Group 1 up vs Group 2
19430,MIMAT0015052_st,Homo sapiens,hsa-miR-3175,29.2701,Group 1 up vs Group 2
19432,MIMAT0015054_st,Homo sapiens,hsa-miR-3177-3p,2.17474,Group 1 up vs Group 2
19436,MIMAT0015058_st,Homo sapiens,hsa-miR-3180-3p,-2.06081,Group 1 down vs Group 2
19442,MIMAT0015065_st,Homo sapiens,hsa-miR-3185,5.11369,Group 1 up vs Group 2
19456,MIMAT0015080_st,Homo sapiens,hsa-miR-3196,3.67157,Group 1 up vs Group 2
19458,MIMAT0015082_st,Homo sapiens,hsa-miR-3197,2.85078,Group 1 up vs Group 2
19462,MIMAT0015086_st,Homo sapiens,hsa-miR-3201,10.6572,Group 1 up vs Group 2
19466,MIMAT0015090_st,Homo sapiens,hsa-miR-1273d,4.91378,Group 1 up vs Group 2
21202,MIMAT0016847_st,Homo sapiens,hsa-miR-378c,-6.58817,Group 1 down vs Group 2
21207,MIMAT0016852_st,Homo sapiens,hsa-miR-4298,-5.9291,Group 1 down vs Group 2
21255,MIMAT0016900_st,Homo sapiens,hsa-miR-4270,2.60665,Group 1 up vs Group 2
21262,MIMAT0016907_st,Homo sapiens,hsa-miR-4281,7.3548,Group 1 up vs Group 2
21269,MIMAT0016914_st,Homo sapiens,hsa-miR-4283,2.40987,Group 1 up vs Group 2
21270,MIMAT0016915_st,Homo sapiens,hsa-miR-4284,2.06081,Group 1 up vs Group 2
22333,MIMAT0017986_st,Homo sapiens,hsa-miR-3609,-4.63474,Group 1 down vs Group 2
22337,MIMAT0017990_st,Homo sapiens,hsa-miR-3613-5p,3.46764,Group 1 up vs Group 2
22338,MIMAT0017991_st,Homo sapiens,hsa-miR-3613-3p,5.11017,Group 1 up vs Group 2
22349,MIMAT0018002_st,Homo sapiens,hsa-miR-3621,4.27512,Group 1 up vs Group 2
22350,MIMAT0018003_st,Homo sapiens,hsa-miR-3622a-5p,2.47656,Group 1 up vs Group 2
22412,MIMAT0018065_st,Homo sapiens,hsa-miR-3646,4.59417,Group 1 up vs Group 2
22413,MIMAT0018068_st,Homo sapiens,hsa-miR-3648,2.66186,Group 1 up vs Group 2
22416,MIMAT0018071_st,Homo sapiens,hsa-miR-3651,25.2859,Group 1 up vs Group 2
22420,MIMAT0018075_st,Homo sapiens,hsa-miR-3655,2.32495,Group 1 up vs Group 2
22421,MIMAT0018076_st,Homo sapiens,hsa-miR-3656,8.70944,Group 1 up vs Group 2
22425,MIMAT0018080_st,Homo sapiens,hsa-miR-3659,2.32495,Group 1 up vs Group 2
22430,MIMAT0018085_st,Homo sapiens,hsa-miR-3663-3p,-2.44399,Group 1 down vs Group 2
22459,MIMAT0018115_st,Homo sapiens,hsa-miR-3687,9.57632,Group 1 up vs Group 2
22462,MIMAT0018118_st,Homo sapiens,hsa-miR-3689a-3p,3.4259,Group 1 up vs Group 2
22509,MIMAT0018165_st,Homo sapiens,hsa-miR-3714,2.40987,Group 1 up vs Group 2
22522,MIMAT0018178_st,Homo sapiens,hsa-miR-3180,3.38849,Group 1 up vs Group 2
22523,MIMAT0018179_st,Homo sapiens,hsa-miR-3907,3.4259,Group 1 up vs Group 2
22528,MIMAT0018184_st,Homo sapiens,hsa-miR-3910,2.20442,Group 1 up vs Group 2
22694,MIMAT0018350_st,Homo sapiens,hsa-miR-3935,2.87689,Group 1 up vs Group 2
22696,MIMAT0018352_st,Homo sapiens,hsa-miR-3937,16.974,Group 1 up vs Group 2
22704,MIMAT0018360_st,Homo sapiens,hsa-miR-3944-3p,2.87689,Group 1 up vs Group 2
23265,MIMAT0018925_st,Homo sapiens,hsa-miR-1268b,22.1734,Group 1 up vs Group 2
23269,MIMAT0018929_st,Homo sapiens,hsa-miR-4417,13.5531,Group 1 up vs Group 2
23272,MIMAT0018932_st,Homo sapiens,hsa-miR-378f,-4.33127,Group 1 down vs Group 2
23289,MIMAT0018949_st,Homo sapiens,hsa-miR-4433-3p,3.86428,Group 1 up vs Group 2
23297,MIMAT0018958_st,Homo sapiens,hsa-miR-4440,396.867,Group 1 up vs Group 2
23300,MIMAT0018961_st,Homo sapiens,hsa-miR-4443,9.97025,Group 1 up vs Group 2
23307,MIMAT0018968_st,Homo sapiens,hsa-miR-4449,18.8978,Group 1 up vs Group 2
23319,MIMAT0018981_st,Homo sapiens,hsa-miR-4459,4.18444,Group 1 up vs Group 2
23323,MIMAT0018985_st,Homo sapiens,hsa-miR-3135b,5.04608,Group 1 up vs Group 2
23324,MIMAT0018986_st,Homo sapiens,hsa-miR-4462,12.4417,Group 1 up vs Group 2
23325,MIMAT0018987_st,Homo sapiens,hsa-miR-4463,7.74757,Group 1 up vs Group 2
23331,MIMAT0018994_st,Homo sapiens,hsa-miR-4467,20.1013,Group 1 up vs Group 2
23347,MIMAT0019010_st,Homo sapiens,hsa-miR-3689f,16.2721,Group 1 up vs Group 2
23352,MIMAT0019015_st,Homo sapiens,hsa-miR-4481,2.74433,Group 1 up vs Group 2
23355,MIMAT0019018_st,Homo sapiens,hsa-miR-4484,15.085,Group 1 up vs Group 2
23356,MIMAT0019019_st,Homo sapiens,hsa-miR-4485,18.3672,Group 1 up vs Group 2
23357,MIMAT0019020_st,Homo sapiens,hsa-miR-4486,3.81691,Group 1 up vs Group 2
23359,MIMAT0019022_st,Homo sapiens,hsa-miR-4488,2.62452,Group 1 up vs Group 2
23364,MIMAT0019027_st,Homo sapiens,hsa-miR-4492,10.1647,Group 1 up vs Group 2
23369,MIMAT0019032_st,Homo sapiens,hsa-miR-4497,-2.17986,Group 1 down vs Group 2
23378,MIMAT0019041_st,Homo sapiens,hsa-miR-4505,5.50502,Group 1 up vs Group 2
23381,MIMAT0019044_st,Homo sapiens,hsa-miR-4507,10.2712,Group 1 up vs Group 2
23382,MIMAT0019045_st,Homo sapiens,hsa-miR-4508,4.72555,Group 1 up vs Group 2
23395,MIMAT0019058_st,Homo sapiens,hsa-miR-4521,3.93773,Group 1 up vs Group 2
23402,MIMAT0019065_st,Homo sapiens,hsa-miR-4526,2.65302,Group 1 up vs Group 2
23405,MIMAT0019068_st,Homo sapiens,hsa-miR-4529-3p,4.05622,Group 1 up vs Group 2
23406,MIMAT0019069_st,Homo sapiens,hsa-miR-4530,8.63423,Group 1 up vs Group 2
23408,MIMAT0019071_st,Homo sapiens,hsa-miR-4532,6.69131,Group 1 up vs Group 2
23410,MIMAT0019073_st,Homo sapiens,hsa-miR-4534,2.21932,Group 1 up vs Group 2
23414,MIMAT0019077_st,Homo sapiens,hsa-miR-1587,17.7489,Group 1 up vs Group 2
23418,MIMAT0019081_st,Homo sapiens,hsa-miR-4538,12.1484,Group 1 up vs Group 2
23419,MIMAT0019082_st,Homo sapiens,hsa-miR-4539,70.4564,Group 1 up vs Group 2
23566,MIMAT0019229_st,Homo sapiens,hsa-miR-3940-5p,4.0566,Group 1 up vs Group 2
24028,MIMAT0019695_st,Homo sapiens,hsa-miR-4638-5p,3.15331,Group 1 up vs Group 2
24032,MIMAT0019699_st,Homo sapiens,hsa-miR-4640-5p,3.11737,Group 1 up vs Group 2
24042,MIMAT0019709_st,Homo sapiens,hsa-miR-4647,2.65233,Group 1 up vs Group 2
24044,MIMAT0019711_st,Homo sapiens,hsa-miR-4649-5p,6.29461,Group 1 up vs Group 2
24048,MIMAT0019715_st,Homo sapiens,hsa-miR-4651,4.9777,Group 1 up vs Group 2
24054,MIMAT0019721_st,Homo sapiens,hsa-miR-4655-5p,2.21932,Group 1 up vs Group 2
24056,MIMAT0019723_st,Homo sapiens,hsa-miR-4656,2.35691,Group 1 up vs Group 2
24072,MIMAT0019739_st,Homo sapiens,hsa-miR-4665-5p,2.4348,Group 1 up vs Group 2
24078,MIMAT0019745_st,Homo sapiens,hsa-miR-4668-5p,4.70199,Group 1 up vs Group 2
24082,MIMAT0019749_st,Homo sapiens,hsa-miR-4669,-3.40833,Group 1 down vs Group 2
24100,MIMAT0019767_st,Homo sapiens,hsa-miR-4682,2.11242,Group 1 up vs Group 2
24104,MIMAT0019771_st,Homo sapiens,hsa-miR-4685-5p,2.05561,Group 1 up vs Group 2
24105,MIMAT0019772_st,Homo sapiens,hsa-miR-4685-3p,9.92098,Group 1 up vs Group 2
24107,MIMAT0019774_st,Homo sapiens,hsa-miR-4687-5p,2.54253,Group 1 up vs Group 2
24108,MIMAT0019775_st,Homo sapiens,hsa-miR-4687-3p,3.09854,Group 1 up vs Group 2
24111,MIMAT0019778_st,Homo sapiens,hsa-miR-4689,8.94836,Group 1 up vs Group 2
24112,MIMAT0019779_st,Homo sapiens,hsa-miR-4690-5p,7.61562,Group 1 up vs Group 2
24121,MIMAT0019788_st,Homo sapiens,hsa-miR-4695-5p,3.74124,Group 1 up vs Group 2
24122,MIMAT0019789_st,Homo sapiens,hsa-miR-4695-3p,3.88287,Group 1 up vs Group 2
24132,MIMAT0019799_st,Homo sapiens,hsa-miR-4701-3p,13.7454,Group 1 up vs Group 2
24138,MIMAT0019806_st,Homo sapiens,hsa-miR-4706,6.42097,Group 1 up vs Group 2
24139,MIMAT0019807_st,Homo sapiens,hsa-miR-4707-5p,3.45773,Group 1 up vs Group 2
24141,MIMAT0019809_st,Homo sapiens,hsa-miR-4708-5p,5.94699,Group 1 up vs Group 2
24144,MIMAT0019812_st,Homo sapiens,hsa-miR-4709-3p,2.39172,Group 1 up vs Group 2
24147,MIMAT0019815_st,Homo sapiens,hsa-miR-4710,4.04753,Group 1 up vs Group 2
24162,MIMAT0019830_st,Homo sapiens,hsa-miR-4717-3p,12.674,Group 1 up vs Group 2
24169,MIMAT0019837_st,Homo sapiens,hsa-miR-4722-3p,2.17474,Group 1 up vs Group 2
24195,MIMAT0019863_st,Homo sapiens,hsa-miR-4737,-2.1204,Group 1 down vs Group 2
24196,MIMAT0019864_st,Homo sapiens,hsa-miR-3064-5p,4.04526,Group 1 up vs Group 2
24200,MIMAT0019868_st,Homo sapiens,hsa-miR-4739,5.80114,Group 1 up vs Group 2
24203,MIMAT0019871_st,Homo sapiens,hsa-miR-4741,5.46178,Group 1 up vs Group 2
24217,MIMAT0019885_st,Homo sapiens,hsa-miR-4749-5p,7.09582,Group 1 up vs Group 2
24219,MIMAT0019887_st,Homo sapiens,hsa-miR-4750-5p,4.22274,Group 1 up vs Group 2
24235,MIMAT0019903_st,Homo sapiens,hsa-miR-4758-5p,3.50846,Group 1 up vs Group 2
24245,MIMAT0019913_st,Homo sapiens,hsa-miR-4763-3p,4.05226,Group 1 up vs Group 2
24251,MIMAT0019919_st,Homo sapiens,hsa-miR-4767,11.5083,Group 1 up vs Group 2
24262,MIMAT0019930_st,Homo sapiens,hsa-miR-4774-3p,-2.1204,Group 1 down vs Group 2
24272,MIMAT0019940_st,Homo sapiens,hsa-miR-4436b-5p,16.9979,Group 1 up vs Group 2
24298,MIMAT0019966_st,Homo sapiens,hsa-miR-4793-3p,309.967,Group 1 up vs Group 2
24312,MIMAT0019980_st,Homo sapiens,hsa-miR-4801,2.11242,Group 1 up vs Group 2
25323,MIMAT0021021_st,Homo sapiens,hsa-miR-5001-5p,2.53724,Group 1 up vs Group 2
25325,MIMAT0021023_st,Homo sapiens,hsa-miR-5002-5p,2.24032,Group 1 up vs Group 2
25385,MIMAT0021085_st,Homo sapiens,hsa-miR-5093,32.7904,Group 1 up vs Group 2
25428,MIMAT0021128_st,Homo sapiens,hsa-miR-5196-5p,2.52376,Group 1 up vs Group 2
26552,MIMAT0022259_st,Homo sapiens,hsa-miR-5100,6.04962,Group 1 up vs Group 2
26996,MIMAT0022711_st,Homo sapiens,hsa-miR-660-3p,3.64372,Group 1 up vs Group 2
26999,MIMAT0022714_st,Homo sapiens,hsa-miR-766-5p,2.14869,Group 1 up vs Group 2
27025,MIMAT0022742_st,Homo sapiens,hsa-miR-1273g-3p,6.13638,Group 1 up vs Group 2
27124,MIMAT0022844_st,Homo sapiens,hsa-miR-216a-3p,2.21932,Group 1 up vs Group 2
27216,MIMAT0022938_st,Homo sapiens,hsa-miR-937-5p,5.4202,Group 1 up vs Group 2
27219,MIMAT0022941_st,Homo sapiens,hsa-miR-1227-5p,4.07019,Group 1 up vs Group 2
27220,MIMAT0022942_st,Homo sapiens,hsa-miR-1229-5p,3.21247,Group 1 up vs Group 2
27221,MIMAT0022943_st,Homo sapiens,hsa-miR-1233-5p,3.40332,Group 1 up vs Group 2
27223,MIMAT0022946_st,Homo sapiens,hsa-miR-1237-5p,3.11162,Group 1 up vs Group 2
27244,MIMAT0022967_st,Homo sapiens,hsa-miR-3620-5p,6.80141,Group 1 up vs Group 2
27254,MIMAT0022977_st,Homo sapiens,hsa-miR-4632-5p,30.8238,Group 1 up vs Group 2
27527,MIMAT0023252_st,Homo sapiens,hsa-miR-5787,4.19404,Group 1 up vs Group 2
27985,MIMAT0023710_st,Homo sapiens,hsa-miR-6085,7.17,Group 1 up vs Group 2
27987,MIMAT0023712_st,Homo sapiens,hsa-miR-6087,2.24098,Group 1 up vs Group 2
28871,MIMAT0024599_st,Homo sapiens,hsa-miR-6126,22.3518,Group 1 up vs Group 2
28888,MIMAT0024616_st,Homo sapiens,hsa-miR-6132,4.97391,Group 1 up vs Group 2
30112,MIMAT0025854_st,Homo sapiens,hsa-miR-6722-3p,5.21674,Group 1 up vs Group 2
30114,MIMAT0025856_st,Homo sapiens,hsa-miR-6724-5p,3.26298,Group 1 up vs Group 2
30743,MIMAT0026486_st,Homo sapiens,hsa-miR-328-5p,9.26665,Group 1 up vs Group 2
30869,MIMAT0026612_st,Homo sapiens,hsa-miR-504-3p,4.07299,Group 1 up vs Group 2
30879,MIMAT0026622_st,Homo sapiens,hsa-miR-619-5p,82.9545,Group 1 up vs Group 2
31292,MIMAT0027037_st,Homo sapiens,hsa-miR-3928-5p,2.94381,Group 1 up vs Group 2
31293,MIMAT0027038_st,Homo sapiens,hsa-miR-1343-5p,3.74832,Group 1 up vs Group 2
31611,MIMAT0027359_st,Homo sapiens,hsa-miR-6729-5p,2.20773,Group 1 up vs Group 2
31617,MIMAT0027365_st,Homo sapiens,hsa-miR-6732-5p,4.11771,Group 1 up vs Group 2
31624,MIMAT0027372_st,Homo sapiens,hsa-miR-6735-3p,3.57615,Group 1 up vs Group 2
31625,MIMAT0027373_st,Homo sapiens,hsa-miR-6736-5p,2.23974,Group 1 up vs Group 2
31627,MIMAT0027375_st,Homo sapiens,hsa-miR-6737-5p,2.29052,Group 1 up vs Group 2
31635,MIMAT0027383_st,Homo sapiens,hsa-miR-6741-5p,12.2242,Group 1 up vs Group 2
31639,MIMAT0027387_st,Homo sapiens,hsa-miR-6743-5p,7.69855,Group 1 up vs Group 2
31640,MIMAT0027388_st,Homo sapiens,hsa-miR-6743-3p,3.51104,Group 1 up vs Group 2
31645,MIMAT0027393_st,Homo sapiens,hsa-miR-6746-3p,5.19759,Group 1 up vs Group 2
31650,MIMAT0027398_st,Homo sapiens,hsa-miR-6749-5p,6.27509,Group 1 up vs Group 2
31656,MIMAT0027404_st,Homo sapiens,hsa-miR-6752-5p,5.93485,Group 1 up vs Group 2
31659,MIMAT0027407_st,Homo sapiens,hsa-miR-6753-3p,15.7048,Group 1 up vs Group 2
31661,MIMAT0027409_st,Homo sapiens,hsa-miR-6754-3p,19.4568,Group 1 up vs Group 2
31664,MIMAT0027412_st,Homo sapiens,hsa-miR-6756-5p,10.9967,Group 1 up vs Group 2
31666,MIMAT0027414_st,Homo sapiens,hsa-miR-6757-5p,3.16847,Group 1 up vs Group 2
31676,MIMAT0027424_st,Homo sapiens,hsa-miR-6762-5p,3.6964,Group 1 up vs Group 2
31678,MIMAT0027426_st,Homo sapiens,hsa-miR-6763-5p,9.67956,Group 1 up vs Group 2
31682,MIMAT0027430_st,Homo sapiens,hsa-miR-6765-5p,7.46321,Group 1 up vs Group 2
31694,MIMAT0027442_st,Homo sapiens,hsa-miR-6771-5p,5.20957,Group 1 up vs Group 2
31697,MIMAT0027445_st,Homo sapiens,hsa-miR-6772-3p,2.47656,Group 1 up vs Group 2
31702,MIMAT0027450_st,Homo sapiens,hsa-miR-6775-5p,4.65294,Group 1 up vs Group 2
31710,MIMAT0027458_st,Homo sapiens,hsa-miR-6779-5p,11.4286,Group 1 up vs Group 2
31722,MIMAT0027470_st,Homo sapiens,hsa-miR-6785-5p,4.04753,Group 1 up vs Group 2
31724,MIMAT0027472_st,Homo sapiens,hsa-miR-6786-5p,4.10237,Group 1 up vs Group 2
31726,MIMAT0027474_st,Homo sapiens,hsa-miR-6787-5p,20.8531,Group 1 up vs Group 2
31727,MIMAT0027475_st,Homo sapiens,hsa-miR-6787-3p,2.035,Group 1 up vs Group 2
31730,MIMAT0027478_st,Homo sapiens,hsa-miR-6789-5p,3.11153,Group 1 up vs Group 2
31732,MIMAT0027480_st,Homo sapiens,hsa-miR-6790-5p,4.67649,Group 1 up vs Group 2
31734,MIMAT0027482_st,Homo sapiens,hsa-miR-6791-5p,2.66813,Group 1 up vs Group 2
31738,MIMAT0027486_st,Homo sapiens,hsa-miR-6793-5p,2.40987,Group 1 up vs Group 2
31740,MIMAT0027488_st,Homo sapiens,hsa-miR-6794-5p,8.05152,Group 1 up vs Group 2
31744,MIMAT0027492_st,Homo sapiens,hsa-miR-6796-5p,2.47656,Group 1 up vs Group 2
31748,MIMAT0027496_st,Homo sapiens,hsa-miR-6798-5p,9.7044,Group 1 up vs Group 2
31750,MIMAT0027498_st,Homo sapiens,hsa-miR-6799-5p,3.68223,Group 1 up vs Group 2
31752,MIMAT0027500_st,Homo sapiens,hsa-miR-6800-5p,2.08716,Group 1 up vs Group 2
31756,MIMAT0027504_st,Homo sapiens,hsa-miR-6802-5p,6.72855,Group 1 up vs Group 2
31758,MIMAT0027506_st,Homo sapiens,hsa-miR-6803-5p,4.28183,Group 1 up vs Group 2
31762,MIMAT0027510_st,Homo sapiens,hsa-miR-6805-5p,10.7423,Group 1 up vs Group 2
31768,MIMAT0027516_st,Homo sapiens,hsa-miR-6808-5p,2.40987,Group 1 up vs Group 2
31784,MIMAT0027532_st,Homo sapiens,hsa-miR-6816-5p,5.80161,Group 1 up vs Group 2
31792,MIMAT0027540_st,Homo sapiens,hsa-miR-6820-5p,3.23348,Group 1 up vs Group 2
31794,MIMAT0027542_st,Homo sapiens,hsa-miR-6821-5p,3.39172,Group 1 up vs Group 2
31802,MIMAT0027550_st,Homo sapiens,hsa-miR-6825-5p,2.52699,Group 1 up vs Group 2
31803,MIMAT0027551_st,Homo sapiens,hsa-miR-6825-3p,6.74749,Group 1 up vs Group 2
31814,MIMAT0027562_st,Homo sapiens,hsa-miR-6831-5p,-3.21861,Group 1 down vs Group 2
31826,MIMAT0027574_st,Homo sapiens,hsa-miR-6836-5p,15.4026,Group 1 up vs Group 2
31848,MIMAT0027596_st,Homo sapiens,hsa-miR-6848-5p,7.36132,Group 1 up vs Group 2
31864,MIMAT0027612_st,Homo sapiens,hsa-miR-6856-5p,3.23348,Group 1 up vs Group 2
31868,MIMAT0027616_st,Homo sapiens,hsa-miR-6858-5p,4.12556,Group 1 up vs Group 2
31872,MIMAT0027620_st,Homo sapiens,hsa-miR-6769b-5p,6.36518,Group 1 up vs Group 2
31875,MIMAT0027623_st,Homo sapiens,hsa-miR-6861-5p,2.52376,Group 1 up vs Group 2
31894,MIMAT0027642_st,Homo sapiens,hsa-miR-6871-5p,2.80902,Group 1 up vs Group 2
31897,MIMAT0027645_st,Homo sapiens,hsa-miR-6872-3p,2.65233,Group 1 up vs Group 2
31903,MIMAT0027651_st,Homo sapiens,hsa-miR-6875-3p,19.3865,Group 1 up vs Group 2
31907,MIMAT0027655_st,Homo sapiens,hsa-miR-6877-3p,29.6249,Group 1 up vs Group 2
31910,MIMAT0027658_st,Homo sapiens,hsa-miR-6879-5p,2.04921,Group 1 up vs Group 2
31912,MIMAT0027660_st,Homo sapiens,hsa-miR-6880-5p,2.54057,Group 1 up vs Group 2
31921,MIMAT0027669_st,Homo sapiens,hsa-miR-6884-3p,2.52699,Group 1 up vs Group 2
31923,MIMAT0027671_st,Homo sapiens,hsa-miR-6885-3p,2.52583,Group 1 up vs Group 2
31940,MIMAT0027688_st,Homo sapiens,hsa-miR-6894-5p,2.23974,Group 1 up vs Group 2
32363,MIMAT0028111_st,Homo sapiens,hsa-miR-7107-5p,3.79623,Group 1 up vs Group 2
32365,MIMAT0028113_st,Homo sapiens,hsa-miR-7108-5p,4.24328,Group 1 up vs Group 2
32368,MIMAT0028116_st,Homo sapiens,hsa-miR-7109-3p,4.08329,Group 1 up vs Group 2
32369,MIMAT0028117_st,Homo sapiens,hsa-miR-7110-5p,12.9876,Group 1 up vs Group 2
32377,MIMAT0028125_st,Homo sapiens,hsa-miR-7114-5p,6.18155,Group 1 up vs Group 2
32463,MIMAT0028211_st,Homo sapiens,hsa-miR-7150,3.54871,Group 1 up vs Group 2
32485,MIMAT0028233_st,Homo sapiens,hsa-miR-7161-3p,2.66279,Group 1 up vs Group 2
32487,MIMAT0028235_st,Homo sapiens,hsa-miR-7162-3p,-12.6878,Group 1 down vs Group 2
34032,MIMAT0029782_st,Homo sapiens,hsa-miR-7641,14.8431,Group 1 up vs Group 2
34664,MIMAT0030414_st,Homo sapiens,hsa-miR-4433b-3p,31.5314,Group 1 up vs Group 2
34665,MIMAT0030415_st,Homo sapiens,hsa-miR-1273h-5p,8.39365,Group 1 up vs Group 2
34670,MIMAT0030420_st,Homo sapiens,hsa-miR-7845-5p,4.6677,Group 1 up vs Group 2
34672,MIMAT0030422_st,Homo sapiens,hsa-miR-7847-3p,-2.83825,Group 1 down vs Group 2
35249,MIMAT0030999_st,Homo sapiens,hsa-miR-8072,9.76342,Group 1 up vs Group 2
35252,MIMAT0031002_st,Homo sapiens,hsa-miR-8075,2.47937,Group 1 up vs Group 2
35261,MIMAT0031011_st,Homo sapiens,hsa-miR-8084,3.04634,Group 1 up vs Group 2
35262,MIMAT0031012_st,Homo sapiens,hsa-miR-8085,4.5969,Group 1 up vs Group 2
35266,MIMAT0031016_st,Homo sapiens,hsa-miR-8089,16.2302,Group 1 up vs Group 2
36126,SNORD119_st,Homo sapiens,SNORD119,-3.7739,Group 1 down vs Group 2
36128,SNORD121B_st,Homo sapiens,SNORD121B,3.18249,Group 1 up vs Group 2
36129,SNORD121B_x_st,Homo sapiens,SNORD121B,3.18249,Group 1 up vs Group 2
36130,SNORD123_st,Homo sapiens,SNORD123,-10.1971,Group 1 down vs Group 2
36159,U17b_st,Homo sapiens,U17b,2.74496,Group 1 up vs Group 2
36171,U24_s_st,Homo sapiens,U24,2.83237,Group 1 up vs Group 2
36179,U3-2B_s_st,Homo sapiens,U3-2B,12.2415,Group 1 up vs Group 2
36180,U3-2_s_st,Homo sapiens,U3-2,12.2415,Group 1 up vs Group 2
36181,U3-3_s_st,Homo sapiens,U3-3,12.2415,Group 1 up vs Group 2
36182,U3-4_s_st,Homo sapiens,U3-4,12.2415,Group 1 up vs Group 2
36189,U34_st,Homo sapiens,U34,2.99526,Group 1 up vs Group 2
36190,U35A_st,Homo sapiens,U35A,4.88648,Group 1 up vs Group 2
36194,U36C_s_st,Homo sapiens,U36C,3.6844,Group 1 up vs Group 2
36195,U37_st,Homo sapiens,U37,2.50503,Group 1 up vs Group 2
36196,U38A_st,Homo sapiens,U38A,3.57893,Group 1 up vs Group 2
36199,U3_s_st,Homo sapiens,U3,13.6241,Group 1 up vs Group 2
36211,U46_s_st,Homo sapiens,U46,19.4008,Group 1 up vs Group 2
36217,U49A_st,Homo sapiens,U49A,4.30906,Group 1 up vs Group 2
36218,U49A_x_st,Homo sapiens,U49A,4.30571,Group 1 up vs Group 2
36221,U50B_st,Homo sapiens,U50B,2.80902,Group 1 up vs Group 2
36222,U50B_x_st,Homo sapiens,U50B,2.80902,Group 1 up vs Group 2
36224,U51_st,Homo sapiens,U51,2.05561,Group 1 up vs Group 2
36227,U54_st,Homo sapiens,U54,-2.17945,Group 1 down vs Group 2
36229,U56_st,Homo sapiens,U56,5.99134,Group 1 up vs Group 2
36231,U57_st,Homo sapiens,U57,-2.8492,Group 1 down vs Group 2
36233,U58B_x_st,Homo sapiens,U58B,-2.08004,Group 1 down vs Group 2
